	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	BALBC	C57Bl6
chr18_9828067_9828278	chr18	9828072	9828272	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_130449, intron 2 of 9)	intron (NM_130449, intron 2 of 9)	120524.0	NM_130449	140792.0	Mm.218571	NM_130449	ENSMUSG00000036103	Colec12	CL-P1|SRCL|Scara4	collectin sub-family member 12	protein-coding	193.165	20.955
chr15_12668464_12668664	chr15	12668464	12668664	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-76008.0	NM_001081064	68070.0	Mm.423205	NM_001081064	ENSMUSG00000022197	Pdzd2	4930537L06Rik|A930022H17Rik|Gm21706|Gm82|Pdzk3|mKIAA0300	PDZ domain containing 2	protein-coding	15.225	5.93
chr14_45677265_45677465	chr14	45677265	45677465	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-19222.0	NM_001284399	114874.0	Mm.121918	NM_176845	ENSMUSG00000037697	Ddhd1	Mir5131|PA-PLA1	DDHD domain containing 1	protein-coding	92.005	8.844999999999997
chr3_149084980_149085180	chr3	149084980	149085180	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-130445.0	NM_001081298	99633.0	Mm.9776	NM_001081298	ENSMUSG00000028184	Adgrl2	AI450192|CIRL-2|Gm619|Lec1|Lphh1|Lphn2|mKIAA0786	adhesion G protein-coupled receptor L2	protein-coding	19.73	3.08
chr5_32076071_32076271	chr5	32076071	32076271	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_144541, intron 11 of 11)	intron (NM_144541, intron 11 of 11)	-60301.0	NM_008037	14284.0	Mm.24684	NM_008037	ENSMUSG00000029135	Fosl2	Fra-2	fos-like antigen 2	protein-coding	20.405	6.2349999999999985
chr8_108778273_108778473	chr8	108778273	108778473	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_007496, intron 1 of 9)	intron (NM_007496, intron 1 of 9)	63729.0	NM_007496	11906.0	Mm.416972	NM_007496	ENSMUSG00000038872	Zfhx3	A230102L03Rik|Atbf1|Sci|WBP9|mKIAA4228	zinc finger homeobox 3	protein-coding	25.2	8.924999999999997
chr14_9390255_9390461	chr14	9390258	9390458	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-493737.0	NR_030680	100042415.0	Mm.235938	NR_030680		Mnd1-ps	Gm3833	Mnd1 retrotransposed pseudogene	pseudo	47.24	23.105
chr4_154942576_154942776	chr4	154942576	154942776	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-14599.0	NM_178931	230979.0	Mm.215147	NM_178931	ENSMUSG00000042333	Tnfrsf14	Atar|HveA|Hvem|Tnfrs14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	protein-coding	24.51	2.9250000000000003
chr6_46144534_46144756	chr6	46144545	46144745	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001004357, intron 8 of 23)	intron (NM_001004357, intron 8 of 23)	1084584.0	NM_001004357	66797.0	Mm.440084	NM_025771	ENSMUSG00000039419	Cntnap2	5430425M22Rik|Caspr2|mKIAA0868	contactin associated protein-like 2	protein-coding	284.19500000000005	47.865
chr16_70733148_70733348	chr16	70733148	70733348	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	116823.0	NR_040474	52645.0	Mm.188475	NR_040474		D16Ertd519e	-	DNA segment, Chr 16, ERATO Doi 519, expressed	ncRNA	21.755000000000006	6.699999999999998
chr9_90721526_90721726	chr9	90721526	90721726	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Lx2B2|LINE|L1	-450857.0	NM_194334	67016.0	Mm.335347	NM_194334	ENSMUSG00000037410	Tbc1d2b	1810061M12Rik|AI480956|AV021536|AV023399|AW491493|mKIAA1055	TBC1 domain family, member 2B	protein-coding	36.285	10.925
chr13_91640353_91640553	chr13	91640353	91640553	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_024186, intron 4 of 15)	intron (NM_024186, intron 4 of 15)	-101068.0	NM_028790	74156.0	Mm.275963	NM_028790	ENSMUSG00000021620	Acot12	1300004O04Rik|4930449F15Rik|AV027244|Cach|mCACH-1	acyl-CoA thioesterase 12	protein-coding	37.79	3.2300000000000004
chr1_56086862_56087062	chr1	56086862	56087062	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	ORR1E|LTR|ERVL-MaLR	67984.0	NR_126075	69356.0	Mm.393775	NR_126075	ENSMUSG00000100372	1700003I22Rik	-	RIKEN cDNA 1700003I22 gene	ncRNA	29.375	3.85
chr6_3183002_3183202	chr6	3183002	3183202	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-105417.0	NR_036696	667335.0	Mm.380219	NR_036696	ENSMUSG00000106779	Gm8579	EG667335	spermatogenesis associated glutamate (E)-rich protein 4a pseudogene	pseudo	37.24	4.01
chr2_160569430_160569630	chr2	160569430	160569630	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	L2a|LINE|L2	-76367.0	NM_009408	21969.0	Mm.217233	NM_009408	ENSMUSG00000070544	Top1	AI467334|D130064I21Rik|Top-1	topoisomerase (DNA) I	protein-coding	24.465000000000003	7.935
chr1_38902651_38902863	chr1	38902657	38902857	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	ORR1E|LTR|ERVL-MaLR	-4597.0	NM_145142	98388.0	Mm.260054	NM_145142	ENSMUSG00000026080	Chst10	AI507003|AU041319|Hnk-1st|ST	carbohydrate sulfotransferase 10	protein-coding	149.94	23.415
chr6_108756048_108756249	chr6	108756048	108756248	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	RMER10A|LTR|ERVL	-26911.0	NM_026011	67166.0	Mm.271178	NM_026011	ENSMUSG00000030105	Arl8b	2610313E07Rik|3100002J04Rik|Arl10c|gie1	ADP-ribosylation factor-like 8B	protein-coding	100.61	39.185
chr19_24849421_24849621	chr19	24849421	24849621	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_175013, intron 1 of 10)	intron (NM_175013, intron 1 of 10)	12321.0	NM_175013	226041.0	Mm.105222	NM_175013	ENSMUSG00000041731	Pgm5	4833423B07|9530034F03Rik|D830025G17|aciculin	phosphoglucomutase 5	protein-coding	77.475	7.8599999999999985
chr12_21172163_21172363	chr12	21172163	21172363	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001004364, intron 2 of 26)	MLT1A|LTR|ERVL-MaLR	60507.0	NM_001004364	211914.0	Mm.358946	NM_001004364	ENSMUSG00000052632	Asap2	6530401G17Rik|Ddef2|Gm1523|Gm592|PAG3|PAP	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	protein-coding	17.595	1.15
chr11_33708145_33708345	chr11	33708145	33708345	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001190885, intron 1 of 8)	intron (NM_001190885, intron 1 of 8)	-129288.0	NM_146017	216643.0	Mm.99989	NM_146017	ENSMUSG00000020159	Gabrp	-	gamma-aminobutyric acid (GABA) A receptor, pi	protein-coding	20.49	3.385
chr9_34982346_34982546	chr9	34982346	34982546	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001190913, intron 4 of 13)	intron (NM_001190913, intron 4 of 13)	-134282.0	NR_029475	78934.0	Mm.391688	NR_029475	ENSMUSG00000070315	4930581F22Rik	-	RIKEN cDNA 4930581F22 gene	ncRNA	18.115	5.62
chr4_140559678_140559879	chr4	140559678	140559878	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001290803, intron 21 of 28)	ID|SINE|ID	88978.0	NM_001112723	72754.0	Mm.29329	NM_172415	ENSMUSG00000040964	Arhgef10l	2810441C07Rik	Rho guanine nucleotide exchange factor (GEF) 10-like	protein-coding	77.52	27.045
chr18_32566155_32566355	chr18	32566155	32566355	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	B4|SINE|B4	-6221.0	NM_001347610	71683.0	Mm.292145	NM_027863	ENSMUSG00000090523	Gypc	0610037F22Rik|Cd236r	glycophorin C	protein-coding	33.35	0.385
chr9_58857235_58857435	chr9	58857235	58857435	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001081192, intron 4 of 7)	intron (NM_001081192, intron 4 of 7)	33823.0	NM_001081192	330953.0	Mm.151967	NM_001081192	ENSMUSG00000032338	Hcn4	Bcng3|Hcn3	hyperpolarization-activated, cyclic nucleotide-gated K+ 4	protein-coding	17.02	7.16
chr7_115536611_115536811	chr7	115536611	115536811	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001025560, intron 12 of 15)	intron (NM_001025560, intron 12 of 15)	264898.0	NM_001277328	20679.0	Mm.323365	NM_011445	ENSMUSG00000051910	Sox6	AI987981|SOX-LZ	SRY (sex determining region Y)-box 6	protein-coding	42.75	1.08
chr17_34150124_34150324	chr17	34150124	34150324	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_010388, intron 3 of 5)	intron (NM_010388, intron 3 of 5)	-2967.0	NM_010387	14999.0	Mm.460938	NM_010387	ENSMUSG00000079547	H2-DMb1	AI385589|H-2Mb1|H2-Mb1	histocompatibility 2, class II, locus Mb1	protein-coding	20.75	3.925
chr3_90667056_90667275	chr3	90667065	90667265	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-1906.0	NM_013650	20201.0	Mm.21567	NM_013650	ENSMUSG00000056054	S100a8	60B8Ag|AI323541|B8Ag|CFAg|CP-10|Caga|MRP8|p8	S100 calcium binding protein A8 (calgranulin A)	protein-coding	60.545	27.97
chr4_122933353_122933553	chr4	122933353	122933553	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	27735.0	NM_029662	76574.0	Mm.331842	NM_029662	ENSMUSG00000028655	Mfsd2a	1700018O18Rik|Mfsd2|NLS1	major facilitator superfamily domain containing 2A	protein-coding	28.270000000000003	3.465
chr8_83077400_83077603	chr8	83077401	83077601	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_177378, intron 6 of 6)	ORR1F|LTR|ERVL-MaLR	-87851.0	NM_027758	71310.0	Mm.24031	NM_027758	ENSMUSG00000031709	Tbc1d9	4933431N12Rik|AI847101|AW490653|C76116	TBC1 domain family, member 9	protein-coding	71.565	34.760000000000005
chr1_176620840_176621044	chr1	176620842	176621042	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	151481.0	NR_029775	723921.0		NR_029775	ENSMUSG00000065573	Mir350	Mirn350|mir-350|mmu-mir-350	microRNA 350	ncRNA	39.01	17.565
chr12_35153094_35153294	chr12	35153094	35153294	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	106005.0	NM_001014973	217463.0	Mm.213991	NM_001014973	ENSMUSG00000020590	Snx13	Rgs-px1|mKIAA0713	sorting nexin 13	protein-coding	101.185	1.695
chr2_93450802_93451002	chr2	93450802	93451002	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001136055, intron 1 of 9)	intron (NM_001136055, intron 1 of 9)	1770.0	NM_001271462	12521.0	Mm.4261	NM_007656	ENSMUSG00000027215	Cd82	AA682076|AL023070|C33|IA4|Kai1|Tspan27	CD82 antigen	protein-coding	15.46	6.855
chr11_111082221_111082421	chr11	111082221	111082421	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	16157.0	NM_008425	16518.0	Mm.4951	NM_008425	ENSMUSG00000041695	Kcnj2	IRK1|Kcnf1|Kir2.1	potassium inwardly-rectifying channel, subfamily J, member 2	protein-coding	16.565	0.385
chr7_84385715_84385924	chr7	84385719	84385919	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_007488, intron 1 of 18)	intron (NM_007488, intron 1 of 18)	24219.0	NM_007488	11864.0	Mm.38594	NM_007488	ENSMUSG00000015709	Arnt2	Hif-2b|bHLHe1|mKIAA0307	aryl hydrocarbon receptor nuclear translocator 2	protein-coding	51.325	20.555
chr10_7850047_7850247	chr10	7850047	7850247	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_172785, intron 2 of 5)	B3A|SINE|B2	13766.0	NR_039563	100628581.0		NR_039563	ENSMUSG00000093060	Mir5104	mir-5104|mmu-mir-5104|mu-mir-5104	microRNA 5104	ncRNA	20.12	7.0150000000000015
chr9_103929231_103929431	chr9	103929231	103929431	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-73213.0	NM_028721	74025.0	Mm.479273	NM_028721	ENSMUSG00000032558	Nphp3	3632410F03Rik|AI550417|C230078J01|D330020E01Rik|pcy	nephronophthisis 3 (adolescent)	protein-coding	24.565	9.8
chr4_83266042_83266267	chr4	83266054	83266254	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_027238, intron 3 of 19)	intron (NM_027238, intron 3 of 19)	58035.0	NM_027238	69863.0	Mm.5540	NM_025782	ENSMUSG00000038172	Ttc39b	1810054D07Rik|9130422G05Rik|AI450603|AV103077|AW215585	tetratricopeptide repeat domain 39B	protein-coding	185.575	29.8
chr9_40732528_40732730	chr9	40732529	40732729	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_133733, intron 1 of 6)	intron (NM_133733, intron 1 of 6)	46665.0	NM_133733	71566.0	Mm.280560	NM_133733	ENSMUSG00000032024	Clmp	9030425E11Rik|ACAM|ASP5|AW557819	CXADR-like membrane protein	protein-coding	87.37	36.9
chr18_80005574_80005774	chr18	80005574	80005774	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-41221.0	NM_053117	93737.0	Mm.24678	NM_053117	ENSMUSG00000056214	Pard6g	2410049N21Rik|Par6a	par-6 family cell polarity regulator gamma	protein-coding	17.475	7.314999999999999
chr14_76828129_76828329	chr14	76828129	76828329	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	MTEa|LTR|ERVL-MaLR	150661.0	NR_015485	73272.0	Mm.116804	NR_015485	ENSMUSG00000101009	1700108F19Rik	1700020I02Rik|BB065030	RIKEN cDNA 1700108F19 gene	ncRNA	32.71	0.62
chr2_119769364_119769564	chr2	119769364	119769564	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001163701, intron 20 of 24)	intron (NM_001163701, intron 20 of 24)	-9033.0	NM_203345	17005.0	Mm.1740	NM_008523	ENSMUSG00000027297	Ltk	-	leukocyte tyrosine kinase	protein-coding	15.345	7.085000000000001
chr16_26041424_26041624	chr16	26041424	26041624	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_173379, intron 1 of 14)	intron (NM_173379, intron 1 of 14)	64260.0	NM_173379	210530.0	Mm.326869	NM_173379	ENSMUSG00000038168	P3h2	4832416N06|AW553532|Leprel1|Mlat4	prolyl 3-hydroxylase 2	protein-coding	17.25	6.545
chr8_77976960_77977160	chr8	77976960	77977160	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	CT-rich|Low_complexity|Low_complexity	-236282.0	NM_183096	73301.0	Mm.61243	NM_183096	ENSMUSG00000037101	Ttc29	1700031F13Rik	tetratricopeptide repeat domain 29	protein-coding	26.55	5.93
chr4_61882612_61882812	chr4	61882612	61882812	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-47532.0	NM_008649	17844.0	Mm.445286	NM_008649	ENSMUSG00000058523	Mup5	Mup18	major urinary protein 5	protein-coding	18.865	3.08
chr4_54857058_54857258	chr4	54857058	54857258	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-90787.0	NM_172867	242466.0	Mm.102904	NM_172867	ENSMUSG00000060206	Zfp462	6030417H05|9430078C22Rik|Gt4-2|Zfpip	zinc finger protein 462	protein-coding	25.215000000000003	0.31
chr10_22299410_22299610	chr10	22299410	22299610	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_009018, intron 5 of 5)	intron (NM_009018, intron 5 of 5)	-7210.0	NR_015465	606736.0	Mm.387042	NR_015465	ENSMUSG00000097352	C920009B18Rik	-	RIKEN cDNA C920009B18 gene	ncRNA	14.82	5.47
chr19_34228506_34228706	chr19	34228506	34228706	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_029682, intron 3 of 10)	intron (NM_029682, intron 3 of 10)	26767.0	NM_007392	11475.0	Mm.213025	NM_007392	ENSMUSG00000035783	Acta2	0610041G09Rik|Actvs|SMalphaA|a-SMA|alphaSMA	actin, alpha 2, smooth muscle, aorta	protein-coding	28.67	1.39
chr18_67396642_67396842	chr18	67396642	67396842	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_026473, intron 3 of 3)	intron (NM_026473, intron 3 of 3)	6011.0	NM_026473	67951.0	Mm.181860	NM_026473	ENSMUSG00000001473	Tubb6	2310057H16Rik|BB220206	tubulin, beta 6 class V	protein-coding	41.885	19.86
chr7_3304517_3304717	chr7	3304517	3304717	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001291434, intron 2 of 16)	intron (NM_001291434, intron 2 of 16)	1085.0	NM_011102	18752.0	Mm.7980	NM_011102	ENSMUSG00000078816	Prkcg	PKCgamma|Pkcc|Prkcc	protein kinase C, gamma	protein-coding	17.715	0.31
chr1_56049995_56050195	chr1	56049995	56050195	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Lx7|LINE|L1	31117.0	NR_126075	69356.0	Mm.393775	NR_126075	ENSMUSG00000100372	1700003I22Rik	-	RIKEN cDNA 1700003I22 gene	ncRNA	30.065	4.01
chr7_92356458_92356658	chr7	92356458	92356658	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_011807, intron 14 of 22)	intron (NM_011807, intron 14 of 22)	121588.0	NM_001243047	23859.0	Mm.147213	NM_011807	ENSMUSG00000052572	Dlg2	A330103J02Rik|B230218P12Rik|B330007M19Rik|Dlgh2|Gm1197|Gm21505|PSD93	discs, large homolog 2 (Drosophila)	protein-coding	77.47	4.395
chr14_48139601_48139809	chr14	48139605	48139805	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_033602, intron 1 of 5)	intron (NM_033602, intron 1 of 5)	18836.0	NM_033602	93834.0	Mm.296457	NM_033602	ENSMUSG00000021846	Peli2	AW047589|BB129927	pellino 2	protein-coding	160.245	70.61500000000002
chr11_58360040_58360240	chr11	58360040	58360240	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-18892.0	NM_001083884	70163.0	Mm.24119	NM_027339	ENSMUSG00000013643	Lypd8	2210415F13Rik	LY6/PLAUR domain containing 8	protein-coding	32.445	4.2349999999999985
chr1_24248355_24248555	chr1	24248355	24248555	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_007740, intron 37 of 37)	intron (NM_007740, intron 37 of 37)	53252.0	NM_001290691	12839.0	Mm.154662	NM_007740	ENSMUSG00000026147	Col9a1	Col9a-1	collagen, type IX, alpha 1	protein-coding	23.07	6.165
chr19_5599691_5599911	chr19	5599701	5599901	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-2072.0	NM_026616	68209.0	Mm.246200	NM_026616	ENSMUSG00000024925	Rnaseh2c	1500026D16Rik|AYP1	ribonuclease H2, subunit C	protein-coding	72.36500000000002	29.065
chr14_71209109_71209309	chr14	71209109	71209309	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-42064.0	NR_046075	100043132.0	Mm.399336	NR_046075		Gm4251	-	predicted gene 4251	ncRNA	154.905	3.765
chr12_74235101_74235301	chr12	74235101	74235301	+	1000.0	BALBC_PU1_notx_idr.tsv	exon (NM_172804, exon 5 of 7)	exon (NM_172804, exon 5 of 7)	-49075.0	NR_030733	74284.0	Mm.287421	NR_030733	ENSMUSG00000071265	1700086L19Rik	1700006L05Rik|AU016007	RIKEN cDNA 1700086L19 gene	ncRNA	20.425	8.33
chr13_56334957_56335157	chr13	56334957	56335157	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-27843.0	NR_046061	100038494.0	Mm.370447	NR_046061		Gm10782	ENSMUSG00000074885	predicted gene 10782	ncRNA	19.55	7.475
chr4_86943729_86943929	chr4	86943729	86943929	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	69415.0	NM_001290541	230379.0	Mm.45019	NM_139306	ENSMUSG00000038007	Acer2	2410116I05Rik|Asah3l|CRG-L1|maCER2	alkaline ceramidase 2	protein-coding	24.095	1.15
chr8_84895972_84896172	chr8	84895972	84896172	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	RMER19A|LTR|ERVK	-2151.0	NM_008097	270076.0	Mm.2475	NM_008097	ENSMUSG00000003809	Gcdh	9030411L18|AI266902|D17825|GCD	glutaryl-Coenzyme A dehydrogenase	protein-coding	17.53	5.62
chr9_47745636_47745858	chr9	47745647	47745847	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001025600, intron 1 of 8)	intron (NM_001025600, intron 1 of 8)	72461.0	NR_046048	100038460.0	Mm.447649	NR_046048		Gm10677	ENSMUSG00000074363	predicted gene 10677	ncRNA	60.45	28.1
chr9_87153016_87153216	chr9	87153016	87153216	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001177731, intron 2 of 4)	ORR1E|LTR|ERVL-MaLR	8810.0	NM_001101482	244958.0	Mm.335337	NM_001101482	ENSMUSG00000042761	Mrap2	BB633055	melanocortin 2 receptor accessory protein 2	protein-coding	20.02	8.85
chr5_145415529_145415729	chr5	145415529	145415729	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	IAPLTR3-int|LTR|ERVK	54094.0	NM_007820	13114.0	Mm.378905	NM_007820	ENSMUSG00000038656	Cyp3a16	-	cytochrome P450, family 3, subfamily a, polypeptide 16	protein-coding	34.974999999999994	9.92
chr1_97319691_97319891	chr1	97319691	97319891	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-191488.0	NM_028942	74441.0	Mm.60362	NM_028942	ENSMUSG00000026331	Slco6c1	4933404A18Rik|C79179	solute carrier organic anion transporter family, member 6c1	protein-coding	41.83	11.875
chr4_139363380_139363580	chr4	139363380	139363580	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001039200, intron 12 of 22)	intron (NM_001039200, intron 12 of 22)	10893.0	NM_001039200	230866.0	Mm.394288	NM_146157	ENSMUSG00000078517	Emc1	2700016F22Rik	ER membrane protein complex subunit 1	protein-coding	36.945	8.225
chr4_135507528_135507738	chr4	135507533	135507733	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_030189, intron 2 of 8)	intron (NM_030189, intron 2 of 8)	11646.0	NM_030189	78806.0	Mm.374844	NM_030189	ENSMUSG00000028801	Stpg1	4930403G18Rik|4930555I21Rik|Mapo2	sperm tail PG rich repeat containing 1	protein-coding	38.2	16.330000000000002
chr10_68203960_68204164	chr10	68203962	68204162	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_023598, intron 3 of 9)	intron (NM_023598, intron 3 of 9)	74664.0	NM_023598	71371.0	Mm.440357	NM_023598	ENSMUSG00000019947	Arid5b	4930580B11|5430435G07Rik|AI467247|Desrt|Mrf2|Mrf2alpha|Mrf2beta	AT rich interactive domain 5B (MRF1-like)	protein-coding	73.72	21.03
chr1_173973219_173973426	chr1	173973222	173973422	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_008327, intron 3 of 6)	intron (NM_008327, intron 3 of 6)	9522.0	NM_008327	26388.0	Mm.218770	NM_008327	ENSMUSG00000026535	Ifi202b	Ifbip-1|Ifi202|Ifi202a|p202	interferon activated gene 202B	protein-coding	48.16	19.87
chr6_67861679_67861879	chr6	67861679	67861879	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-296080.0	NR_003100	75070.0	Mm.463364	NR_003100		4930515G16Rik	-	myc induced nuclear antigen pseudogene	pseudo	20.545	7.625
chr2_145870288_145870488	chr2	145870288	145870488	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_028724, intron 9 of 12)	intron (NM_028724, intron 9 of 12)	-32853.0	NM_026425	67877.0	Mm.151168	NM_026425	ENSMUSG00000002728	Naa20	1500004D14Rik|2900026I01Rik|AU041458|D2Ertd186e|Nat5	N(alpha)-acetyltransferase 20, NatB catalytic subunit	protein-coding	19.27	1.39
chr9_87125463_87125675	chr9	87125469	87125669	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-18737.0	NM_001177731	244958.0	Mm.335337	NM_001101482	ENSMUSG00000042761	Mrap2	BB633055	melanocortin 2 receptor accessory protein 2	protein-coding	69.095	22.52
chr16_75595028_75595228	chr16	75595028	75595228	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_198302, intron 1 of 4)	intron (NM_198302, intron 1 of 4)	2237.0	NM_198302	224344.0	Mm.273214	NM_198302	ENSMUSG00000032940	Rbm11	A330018F01	RNA binding motif protein 11	protein-coding	14.765	6.545
chr17_35331446_35331646	chr17	35331446	35331646	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	MYSERV6-int|LTR|ERVK	-10787.0	NM_010392	15013.0	Mm.427969	NM_010392	ENSMUSG00000091705	H2-Q2	BE136769|ENSMUSG00000079507|Gm11132|H-2Q2|gs14-2	histocompatibility 2, Q region locus 2	protein-coding	137.66500000000002	4.24
chr14_66573787_66573999	chr14	66573793	66573993	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-61358.0	NM_001271759	11549.0	Mm.57064	NM_013461	ENSMUSG00000045875	Adra1a	Adra1c	adrenergic receptor, alpha 1a	protein-coding	79.71000000000002	19.035
chr4_154881374_154881574	chr4	154881374	154881574	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_013783, intron 2 of 23)	intron (NM_013783, intron 2 of 23)	11889.0	NM_013783	27390.0	Mm.116944	NM_013783	ENSMUSG00000058183	Mmel1	Mell1|NEP2|NEPII|Nl1|SEP	membrane metallo-endopeptidase-like 1	protein-coding	30.33	3.54
chr5_122547236_122547436	chr5	122547236	122547436	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-45111.0	NM_009722	11938.0	Mm.227583	NM_009722	ENSMUSG00000029467	Atp2a2	9530097L16Rik|D5Wsu150e|SERCA2|SERCA2B|Serca2a|mKIAA4195	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	protein-coding	22.365	10.325
