	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	BALBC	C57Bl6
chr15_30615486_30615686	chr15	30615486	30615686	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_008729, intron 3 of 22)	intron (NM_008729, intron 3 of 22)	-423540.0	NR_045186	73784.0	Mm.66947	NR_045186		4930430F21Rik	-	RIKEN cDNA 4930430F21 gene	ncRNA	8.535	24.375
chr11_110972735_110972935	chr11	110972735	110972935	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_010604, intron 1 of 1)	MTA_Mm|LTR|ERVL-MaLR	4802.0	NM_001252207	16517.0	Mm.30176	NM_010604	ENSMUSG00000051497	Kcnj16	6430410F18Rik|AI132396|Kir5.1	potassium inwardly-rectifying channel, subfamily J, member 16	protein-coding	1.15	14.175
chr4_120810670_120810870	chr4	120810670	120810870	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001048168, intron 1 of 9)	intron (NM_001048168, intron 1 of 9)	14971.0	NM_008692	18046.0	Mm.435590	NM_008692	ENSMUSG00000032897	Nfyc	-	nuclear transcription factor-Y gamma	protein-coding	6.86	15.41
chr2_115772836_115773062	chr2	115772849	115773049	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001145898, intron 10 of 10)	intron (NM_001145898, intron 10 of 10)	134224.0	NR_035476	100316703.0		NR_035476	ENSMUSG00000088606	Mir1951	mir-1951|mmu-mir-1951	microRNA 1951	ncRNA	24.64	56.37000000000001
chr4_129861476_129861676	chr4	129861476	129861676	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	40868.0	NM_001164745	19244.0	Mm.193688	NM_008974	ENSMUSG00000028788	Ptp4a2	Prl-2	protein tyrosine phosphatase 4a2	protein-coding	1.21	196.195
chr17_34351451_34351651	chr17	34351451	34351651	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	C-rich|Low_complexity|Low_complexity	-3271.0	NM_079835	547431.0	Mm.441007	NM_079835	ENSMUSG00000024340	Btnl2	BTL-II|BTLN2|Btl2|Gm315|NG9	butyrophilin-like 2	protein-coding	6.6400000000000015	42.06
chr17_25761383_25761585	chr17	25761384	25761584	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Cheshire|DNA|hAT-Charlie	-7157.0	NM_018857	56047.0	Mm.17510	NM_018857	ENSMUSG00000063011	Msln	MPF	mesothelin	protein-coding	23.26	82.05
chr6_147597567_147597767	chr6	147597567	147597767	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_025911, intron 11 of 12)	intron (NM_025911, intron 11 of 12)	-92574.0	NR_033636	100039727.0	Mm.396220	NR_033636	ENSMUSG00000085077	1700049E15Rik	Gm15761|OTTMUSG00000026044	RIKEN cDNA 1700049E15 gene	ncRNA	16.165	37.005
chr3_79178146_79178365	chr3	79178155	79178355	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-32380.0	NM_001099624	76089.0	Mm.31220	NM_001099624	ENSMUSG00000062232	Rapgef2	5830453M24Rik|CNRasGEF|Pdzgef1|RA-GEF-1|mKIAA0313|nRapGEP	Rap guanine nucleotide exchange factor (GEF) 2	protein-coding	21.965	65.39500000000001
chr18_60789358_60789574	chr18	60789366	60789566	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-14383.0	NM_001042605	16149.0	Mm.439737	NM_010545	ENSMUSG00000024610	Cd74	CLIP|DHLAG|HLADG|Ia-GAMMA|Ii	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	protein-coding	29.755	83.06
chr17_79481958_79482205	chr17	79481981	79482181	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	ERV3-16A3_LTR|LTR|ERVL	-4196.0	NR_033463	74622.0	Mm.311921	NR_033463		4930429F11Rik	-	RIKEN cDNA 4930429F11 gene	ncRNA	27.410000000000004	64.3
chr6_5365972_5366172	chr6	5365972	5366172	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-17314.0	NM_023048	65255.0	Mm.51340	NM_023048	ENSMUSG00000042607	Asb4	8430401O13Rik|AV117194|AW060255	ankyrin repeat and SOCS box-containing 4	protein-coding	12.18	28.655
chr9_40666289_40666661	chr9	40666375	40666575	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Lx7|LINE|L1	-19489.0	NM_133733	71566.0	Mm.280560	NM_133733	ENSMUSG00000032024	Clmp	9030425E11Rik|ACAM|ASP5|AW557819	CXADR-like membrane protein	protein-coding	24.91	70.455
chr13_95494897_95495097	chr13	95494897	95495097	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-16342.0	NM_001081159	268686.0	Mm.291249	NM_001081159	ENSMUSG00000021679	S100z	Gm625	S100 calcium binding protein, zeta	protein-coding	0.575	211.295
chr11_105424981_105425181	chr11	105424981	105425181	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_172568, intron 4 of 11)	intron (NM_172568, intron 4 of 11)	31654.0	NM_172568	632687.0	Mm.121570	NM_172568	ENSMUSG00000078627	March10	4933417C16Rik|AV039223|OTTMUSG00000002847|Rnf190	membrane-associated ring finger (C3HC4) 10	protein-coding	4.8450000000000015	22.255000000000006
chr7_34290516_34290716	chr7	34290516	34290716	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-5007.0	NM_172741	233103.0	Mm.491097	NM_172741	ENSMUSG00000066571	4931406P16Rik	AA553327|mKIAA0355	RIKEN cDNA 4931406P16 gene	protein-coding	9.105	24.97
chr11_29612669_29612869	chr11	29612669	29612869	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-64729.0	NM_001033865	78294.0	Mm.180003	NM_024277	ENSMUSG00000020460	Rps27a	0610006J14Rik|Uba52|Ubb|Ubc	ribosomal protein S27A	protein-coding	7.445	17.104999999999997
chr3_127732774_127732974	chr3	127732774	127732974	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_027808, intron 1 of 13)	Lx5|LINE|L1	47653.0	NM_027808	71481.0	Mm.158704	NM_027808	ENSMUSG00000028028	Alpk1	8430410J10Rik|LAK	alpha-kinase 1	protein-coding	12.005	28.87
chr16_32947531_32947731	chr16	32947531	32947731	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001310674, intron 1 of 21)	intron (NM_001310674, intron 1 of 21)	33531.0	NM_001310672	70144.0	Mm.491178	NM_001081255	ENSMUSG00000022801	Lrch3	2210409B11Rik|AW215594|Gm1742	leucine-rich repeats and calponin homology (CH) domain containing 3	protein-coding	9.170000000000002	21.04
chr4_52909591_52909791	chr4	52909591	52909791	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	2101.0	NM_146839	258836.0	Mm.331617	NM_146839	ENSMUSG00000051593	Olfr272	MOR262-7	olfactory receptor 272	protein-coding	1.495	45.90000000000001
chr2_19142451_19142652	chr2	19142451	19142651	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-56567.0	NM_001271565	70882.0	Mm.276696	NM_001081083	ENSMUSG00000037683	Armc3	4921513G22Rik	armadillo repeat containing 3	protein-coding	20.705	45.515
chr18_12131311_12131538	chr18	12131324	12131524	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_024182, intron 1 of 12)	intron (NM_024182, intron 1 of 12)	2574.0	NM_024182	66878.0	Mm.28551	NM_024182	ENSMUSG00000024404	Riok3	1200013N13Rik|D18Ertd331e|E130306C24Rik|Sudd	RIO kinase 3	protein-coding	19.55	45.35
chr17_71278160_71278360	chr17	71278160	71278360	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_145158, intron 3 of 7)	ID_B1|SINE|B4	32705.0	NM_145158	246707.0	Mm.23462	NM_145158	ENSMUSG00000024053	Emilin2	FOAP-10	elastin microfibril interfacer 2	protein-coding	0.345	18.8
chr3_16022235_16022435	chr3	16022235	16022435	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-16003.0	NM_001081687	381484.0	Mm.217376	NM_001081687	ENSMUSG00000078780	Gm5150	-	predicted gene 5150	protein-coding	7.205	26.66
chr16_57301819_57302033	chr16	57301826	57302026	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	TTS (NM_025599)	TTS (NM_025599)	-9075.0	NM_027651	71027.0	Mm.158563	NM_027651	ENSMUSG00000022753	Tmem30c	4933401B01Rik|4933409A18Rik|Cdc50c	transmembrane protein 30C	protein-coding	30.575000000000006	90.545
chr8_82903566_82903766	chr8	82903566	82903766	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_177378, intron 1 of 6)	intron (NM_177378, intron 1 of 6)	40310.0	NM_177378	330812.0	Mm.491438	NM_177378	ENSMUSG00000047747	Rnf150	A630007N06Rik|C030044C12Rik|Greul5|mKIAA1214	ring finger protein 150	protein-coding	2.48	48.105
chr18_32280793_32280993	chr18	32280793	32280993	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	RLTR33|LTR|ERVK	40562.0	NM_133658	13872.0	Mm.282335	NM_133658	ENSMUSG00000024382	Ercc3	BTF2 p89|Ercc-3|XPB	excision repair cross-complementing rodent repair deficiency, complementation group 3	protein-coding	10.205	22.28
chr13_109437470_109437695	chr13	109437482	109437682	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_011056, intron 3 of 16)	intron (NM_011056, intron 3 of 16)	112838.0	NR_030644	100124489.0		NR_030644	ENSMUSG00000076946	Mir582	Mirn582|mir-582|mmu-mir-582	microRNA 582	ncRNA	34.205	84.685
chr1_60718709_60718942	chr1	60718725	60718925	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-27563.0	NM_007642	12487.0	Mm.255003	NM_007642	ENSMUSG00000026012	Cd28	-	CD28 antigen	protein-coding	21.335	61.69499999999999
chr8_71755080_71755280	chr8	71755080	71755280	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-29499.0	NR_028267	74015.0	Mm.22025	NM_028715	ENSMUSG00000070000	Fcho1	3322402E17Rik|N28152	FCH domain only 1	protein-coding	3.23	43.595
chr13_100198186_100198386	chr13	100198186	100198386	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001126182, intron 1 of 15)	MTC|LTR|ERVL-MaLR	3836.0	NM_010872	17948.0	Mm.89961	NM_010872	ENSMUSG00000078945	Naip2	Birc1b|Naip-rs6	NLR family, apoptosis inhibitory protein 2	protein-coding	5.71	17.72
chr17_26229926_26230137	chr17	26229931	26230131	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001206335, intron 1 of 12)	intron (NM_001206335, intron 1 of 12)	14211.0	NM_001206335	106581.0	Mm.28844	NM_207217	ENSMUSG00000024187	Fam234a	Itfg3	family with sequence similarity 234, member A	protein-coding	21.97	45.075
chr6_80580842_80581053	chr6	80580847	80581047	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001347261, intron 2 of 2)	MTC|LTR|ERVL-MaLR	561304.0	NM_001347261	243499.0	Mm.483425	NM_178731	ENSMUSG00000052581	Lrrtm4	7530419J18Rik|A230052N11	leucine rich repeat transmembrane neuronal 4	protein-coding	18.46	44.99500000000001
chr14_50838062_50838280	chr14	50838071	50838271	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_009351, intron 35 of 54)	intron (NM_009351, intron 35 of 54)	30225.0	NM_009632	11546.0	Mm.281482	NM_009632	ENSMUSG00000036023	Parp2	ARTD2|Adprt2|Adprtl2|Aspartl2|C78626|PARP-2	poly (ADP-ribose) polymerase family, member 2	protein-coding	53.195	164.3
chr7_74668342_74668542	chr7	74668342	74668542	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-113662.0	NM_023908	108116.0	Mm.425467	NM_023908	ENSMUSG00000025790	Slco3a1	5830414C08Rik|Anr1|MJAM|OATP-D|R75096|Slc21a11	solute carrier organic anion transporter family, member 3a1	protein-coding	16.345	50.81
chr3_96069776_96069976	chr3	96069776	96069976	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	RLTR13D6|LTR|ERVK	-10720.0	NR_035496	100316714.0		NR_035496	ENSMUSG00000088478	Mir1946b	mmu-mir-1946b	microRNA 1946b	ncRNA	23.5	50.81
chr8_35082539_35082739	chr8	35082539	35082739	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-116949.0	NM_175091	21951.0	Mm.88364	NM_175091	ENSMUSG00000031529	Tnks	4930554K12Rik|AI662855|ARTD5|C86528|D130072O21Rik|TANK1|mTNKS1	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	protein-coding	4.9	18.415
chr14_21833463_21833663	chr14	21833463	21833663	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_011695, intron 3 of 9)	intron (NM_011695, intron 3 of 9)	2002.0	NM_011695	22334.0	Mm.262327	NM_011695	ENSMUSG00000021771	Vdac2	Vdac6|mVDAC2|mVDAC6	voltage-dependent anion channel 2	protein-coding	4.67	16.955
chr7_74661999_74662199	chr7	74661999	74662199	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-107319.0	NM_023908	108116.0	Mm.425467	NM_023908	ENSMUSG00000025790	Slco3a1	5830414C08Rik|Anr1|MJAM|OATP-D|R75096|Slc21a11	solute carrier organic anion transporter family, member 3a1	protein-coding	19.63	55.26000000000001
chr9_41474759_41474959	chr9	41474759	41474959	+	1000.0	C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NR_131931)	promoter-TSS (NR_131931)	-34.0	NR_131930	73144.0	Mm.38166	NM_001033153	ENSMUSG00000074415	3110039I08Rik	2610203C20Rik|AI848448|D230004N17Rik|D3Mgi9|Mir100hg	RIKEN cDNA 3110039I08 gene	ncRNA	4.78	21.11
chr2_71757517_71757718	chr2	71757517	71757717	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NR_039557, intron 3 of 3).2	(CA)n|Simple_repeat|Simple_repeat	-29322.0	NM_001277970	16403.0	Mm.225096	NM_008397	ENSMUSG00000027111	Itga6	5033401O05Rik|AI115430|Cd49f|VLA-6	integrin alpha 6	protein-coding	30.565	70.89500000000002
chr11_100536053_100536258	chr11	100536055	100536255	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	RMER19A|LTR|ERVK	-8155.0	NM_134037	104112.0	Mm.282039	NM_134037	ENSMUSG00000020917	Acly	A730098H14Rik|AW538652	ATP citrate lyase	protein-coding	17.715	36.49500000000001
chr2_165477273_165477473	chr2	165477273	165477473	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-4176.0	NM_054055	114644.0	Mm.250738	NM_054055	ENSMUSG00000018459	Slc13a3	NaDC-3|NaDC3|SDCT2	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	protein-coding	0.0	18.48
chr13_118488689_118488889	chr13	118488689	118488889	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-67379.0	NR_045982	75890.0	Mm.141235	NR_045982	ENSMUSG00000100727	1700003P14Rik	1700030O10Rik|4930584L06Rik	RIKEN cDNA 1700003P14 gene	ncRNA	3.805	27.715
chr9_104351395_104351595	chr9	104351395	104351595	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	MTEa|LTR|ERVL-MaLR	-13773.0	NM_019807	56318.0	Mm.19941	NM_019807	ENSMUSG00000032561	Acpp	5'-NT|A030005E02Rik|FRAP|Lap|PAP|Ppal	acid phosphatase, prostate	protein-coding	3.865	18.425
chr12_117747533_117747763	chr12	117747548	117747748	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_175930, intron 25 of 27)	BGLII|LTR|ERVK	-96213.0	NM_146040	217946.0	Mm.281149	NM_146040	ENSMUSG00000021175	Cdca7l	BC006933|JPO2	cell division cycle associated 7 like	protein-coding	26.825	130.34
chr3_127763168_127763381	chr3	127763174	127763374	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_027808, intron 1 of 13)	intron (NM_027808, intron 1 of 13)	17253.0	NM_027808	71481.0	Mm.158704	NM_027808	ENSMUSG00000028028	Alpk1	8430410J10Rik|LAK	alpha-kinase 1	protein-coding	19.555	80.475
chr5_23850325_23850652	chr5	23850388	23850588	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NR_045042)	promoter-TSS (NR_045042)	-109.0	NR_045042	67194.0	Mm.423733	NR_045040	ENSMUSG00000097180	2700038G22Rik	-	RIKEN cDNA 2700038G22 gene	ncRNA	27.85	102.665
chr7_114163022_114163222	chr7	114163022	114163222	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	B4A|SINE|B4	-45341.0	NM_025846	66922.0	Mm.276572	NM_025846	ENSMUSG00000055723	Rras2	2610016H24Rik|C86394|TC21	related RAS viral (r-ras) oncogene 2	protein-coding	7.56	35.625
chr15_80445036_80445236	chr15	80445036	80445236	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	115334.0	NM_001163189	383075.0	Mm.297626	NM_001163189	ENSMUSG00000050439	Enthd1	Gm1242|Gm86	ENTH domain containing 1	protein-coding	7.205	26.025
chr19_7922369_7922570	chr19	7922369	7922569	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_134256, intron 3 of 10)	L1_Mus2|LINE|L1	43558.0	NM_134256	171405.0	Mm.326517	NM_134256	ENSMUSG00000067656	Slc22a27	Oat9|mOAT6-L|mOAT6-S	solute carrier family 22, member 27	protein-coding	20.08	61.315
chr2_5772610_5772811	chr2	5772610	5772810	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-57948.0	NM_001290374	227541.0	Mm.191949	NM_177343	ENSMUSG00000039145	Camk1d	A630059D12Rik|CKLiK|CaMKIdelta|E030025C11Rik|mCKLiK	calcium/calmodulin-dependent protein kinase ID	protein-coding	19.035	90.26
chr17_30574509_30574709	chr17	30574509	30574709	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_172618, intron 1 of 11)	intron (NM_172618, intron 1 of 11)	1678.0	NM_172618	224671.0	Mm.41220	NM_027060	ENSMUSG00000062202	Btbd9	1700023F20Rik|4930402L05|AI464421	BTB (POZ) domain containing 9	protein-coding	3.75	26.66
chr2_122656969_122657169	chr2	122656969	122657169	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	MIRc|SINE|MIR	16266.0	NR_030547	387165.0		NR_030547	ENSMUSG00000076309	Mir147	Mirn147|mmu-mir-147	microRNA 147	ncRNA	3.52	19.42
chr3_60604217_60604417	chr3	60604217	60604417	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001310514, intron 4 of 8)	intron (NM_001310514, intron 4 of 8)	103138.0	NM_020007	56758.0	Mm.255723	NM_020007	ENSMUSG00000027763	Mbnl1	Mbnl|mKIAA0428	muscleblind-like 1 (Drosophila)	protein-coding	7.435	16.805
chr13_117289762_117289962	chr13	117289762	117289962	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	69289.0	NM_010330	13723.0	Mm.274926	NM_010330	ENSMUSG00000021728	Emb	AL022799|Gp70	embigin	protein-coding	5.415	15.105
chr8_34801428_34801628	chr8	34801428	34801628	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-6082.0	NM_176933	319520.0	Mm.170276	NM_176933	ENSMUSG00000031530	Dusp4	2700078F24Rik|AI844617|BB104621|E130306H24Rik|MKP2	dual specificity phosphatase 4	protein-coding	6.52	18.56
chr5_36560679_36560879	chr5	36560679	36560879	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_133910, intron 2 of 13)	intron (NM_133910, intron 2 of 13)	21618.0	NM_133910	100855.0	Mm.486203	NM_133910	ENSMUSG00000029192	Tbc1d14	2810413P16Rik|AU043625|C86258|D5Ertd110e|mKIAA1322	TBC1 domain family, member 14	protein-coding	0.0	32.545
chr15_67571799_67571999	chr15	67571799	67571999	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	345130.0	NR_045140	69334.0	Mm.63770	NR_045140	ENSMUSG00000102069	1700012I11Rik	-	RIKEN cDNA 1700012I11 gene	ncRNA	7.619999999999999	36.2
chr7_81121163_81121363	chr7	81121163	81121363	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001004184, intron 4 of 17)	intron (NM_001004184, intron 4 of 17)	6464.0	NM_001004184	434203.0	Mm.389909	NM_001004184	ENSMUSG00000025726	Slc28a1	Cnt1	solute carrier family 28 (sodium-coupled nucleoside transporter), member 1	protein-coding	8.49	18.09
chr1_192748825_192749025	chr1	192748825	192749025	+	1000.0	C57Bl6_PU1_notx_idr.tsv	exon (NM_144881, exon 3 of 12)	exon (NM_144881, exon 3 of 12)	22294.0	NM_144881	226861.0	Mm.145857	NM_144881	ENSMUSG00000037375	Hhat	2810432O22Rik|AI462858|AP-2CRE|Skn|Tg(TFAP2A-cre)1Will	hedgehog acyltransferase	protein-coding	2.535	18.195
chr13_93857587_93857787	chr13	93857587	93857787	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_009712, intron 4 of 7)	CT-rich|Low_complexity|Low_complexity	66910.0	NR_049198	100885837.0		NR_049198	ENSMUSG00000093480	Mir5624	Gm25075|mir-5624|mmu-mir-5624	microRNA 5624	ncRNA	0.0	18.865
chr8_40912851_40913051	chr8	40912851	40913051	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_007514, intron 9 of 11)	B4|SINE|B4	-13282.0	NM_026840	68797.0	Mm.284246	NM_026840	ENSMUSG00000031595	Pdgfrl	1110039P19Rik|AV013190	platelet-derived growth factor receptor-like	protein-coding	0.0	21.12
chr5_122273032_122273232	chr5	122273032	122273232	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-8672.0	NR_104441	654470.0	Mm.28804	NM_001039153	ENSMUSG00000038593	Tctn1	G730031O11Rik|Tect1	tectonic family member 1	protein-coding	5.88	27.57
chr1_128746642_128746912	chr1	128746677	128746877	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-154478.0	NM_009911	12767.0	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding	32.07	65.965
chr3_15490150_15490350	chr3	15490150	15490350	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-63823.0	NM_001002898	320832.0	Mm.330924	NM_178792	ENSMUSG00000095788	Sirpb1a	9930027N05Rik|SIRP-beta|Sirpb|Sirpb1	signal-regulatory protein beta 1A	protein-coding	5.42	29.715
chr4_109612648_109612848	chr4	109612648	109612848	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	ORR1E|LTR|ERVL-MaLR	52624.0	NM_007671	12580.0	Mm.1912	NM_007671	ENSMUSG00000028551	Cdkn2c	C77269|INK4c|p18|p18-INK4c|p18-INK6|p18INK4c	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	protein-coding	0.865	15.645
chr10_127618369_127618569	chr10	127618369	127618569	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_008512, intron 1 of 88)	intron (NM_008512, intron 1 of 88)	2679.0	NM_008512	16971.0	Mm.271854	NM_008512	ENSMUSG00000040249	Lrp1	A2mr|AI316852|CD91|Lrp|b2b1554Clo	low density lipoprotein receptor-related protein 1	protein-coding	6.915	81.635
chr12_102356902_102357102	chr12	102356902	102357102	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_177620, intron 4 of 9)	intron (NM_177620, intron 4 of 9)	73361.0	NM_001161365	217835.0	Mm.24145	NM_177620	ENSMUSG00000044456	Rin3	6430500K07|C86933	Ras and Rab interactor 3	protein-coding	0.865	31.36
chr11_115439451_115439686	chr11	115439468	115439668	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NM_001033775)	promoter-TSS (NM_001033775)	-977.0	NM_001033775	432613.0	Mm.308822	NM_001033775	ENSMUSG00000070332	Trim80	4933422H20Rik|Trim47l	tripartite motif-containing 80	protein-coding	33.45	84.84
chr11_88958690_88958890	chr11	88958690	88958890	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	MYSERV6-int|LTR|ERVK	-3348.0	NM_029023	74617.0	Mm.34126	NM_029023	ENSMUSG00000000278	Scpep1	2410018F01Rik|4833411K15Rik|AI957256|Risc	serine carboxypeptidase 1	protein-coding	1.27	137.37
chr5_148378436_148378636	chr5	148378436	148378636	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_007513, intron 1 of 12)	MTB|LTR|ERVL-MaLR	14279.0	NM_001301424	11987.0	Mm.275489	NM_007513	ENSMUSG00000041313	Slc7a1	4831426K01Rik|AI447493|Atrc-1|Atrc1|Cat1|Rec-1|Rev-1|mCAT-1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	protein-coding	0.345	60.545
chr12_71358611_71358811	chr12	71358611	71358811	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	25497.0	NR_136902	67348.0	Mm.54261	NR_136902	ENSMUSG00000100668	1700083H02Rik	100041190|Gm3190	RIKEN cDNA 1700083H02 gene	ncRNA	3.46	18.71
chr17_88517686_88517886	chr17	88517686	88517886	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	MLT1D|LTR|ERVL-MaLR	-12338.0	NM_028658	73825.0	Mm.271817	NM_028658	ENSMUSG00000034709	Ppp1r21	1110018J12Rik|AI426045|AW550781|Ccdc128|Klraq1	protein phosphatase 1, regulatory subunit 21	protein-coding	10.435	22.015
chr5_115072202_115072402	chr5	115072202	115072402	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_029012, intron 2 of 10)	RSINE1|SINE|B4	35660.0	NM_001271591	100502825.0	Mm.361657	NM_001271590		Rpl37rt	Gm13826|OTTMUSG00000014624	ribosomal protein L37, retrotransposed	protein-coding	7.79	25.74
chr2_160093455_160093659	chr2	160093457	160093657	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	76904.0	NR_040499	71613.0	Mm.98139	NR_040499	ENSMUSG00000086653	9130015L21Rik	-	RIKEN cDNA 9130015L21 gene	ncRNA	35.35500000000001	72.39
